IdData;IdVersion;Fecha;IdDistribuidora;IdGeneradora;IdCodigoContrato;IdPuntoRetiro;Distribuidora;Suministrador;CodigoContrato;PuntoRetiro;IdDespacho;Energía [kWh];Potencia [kW];Observación
150;18;2020-10-01;;1;;29;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;El Avellano 023;;58715.5549200241;66.0630422336027;-Error nombre de Distribuidora-Error nombre de Código Contrato
151;18;2020-10-01;;1;;83;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;El Manzano SIC 4 015;;84346.3127311041;106.526438571719;-Error nombre de Distribuidora-Error nombre de Código Contrato
152;18;2020-10-01;;1;;84;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Escuadron 015;;70363.0316720649;102.358803912412;-Error nombre de Distribuidora-Error nombre de Código Contrato
153;18;2020-10-01;;1;;85;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Fatima 015;;201903.916319268;357.650877006223;-Error nombre de Distribuidora-Error nombre de Código Contrato
154;18;2020-10-01;;1;;134;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Florida 012;;55150.8350419242;173.482859393617;-Error nombre de Distribuidora-Error nombre de Código Contrato
155;18;2020-10-01;;1;;86;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Graneros 015;;184364.82173456;331.901782628518;-Error nombre de Distribuidora-Error nombre de Código Contrato
156;18;2020-10-01;;1;;87;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Hospital 015;;106782.094063099;204.896506449128;-Error nombre de Distribuidora-Error nombre de Código Contrato
157;18;2020-10-01;;1;;135;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Isla de Maipo 012;;168402.142334676;390.139843960696;-Error nombre de Distribuidora-Error nombre de Código Contrato
158;18;2020-10-01;;1;;88;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;La Palma 13.2;;9912.53168034856;165.641445045193;-Error nombre de Distribuidora-Error nombre de Código Contrato
159;18;2020-10-01;;1;;21;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;La Pintana 012;;205268.898146683;563.586270559706;-Error nombre de Distribuidora-Error nombre de Código Contrato
160;18;2020-10-01;;1;;89;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;La Ronda 015;;32378.2116542972;16.0556020883314;-Error nombre de Distribuidora-Error nombre de Código Contrato
161;18;2020-10-01;;1;;136;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Las Acacias 023;;274276.516674458;622.70953600314;-Error nombre de Distribuidora-Error nombre de Código Contrato
162;18;2020-10-01;;1;;90;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Las Cabras 015;;60338.9204609437;126.603303717655;-Error nombre de Distribuidora-Error nombre de Código Contrato
163;18;2020-10-01;;1;;91;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Las Encinas 015;;226254.903828393;519.199411633219;-Error nombre de Distribuidora-Error nombre de Código Contrato
164;18;2020-10-01;;1;;92;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Latorre 015;;78044.9666085759;142.708575448606;-Error nombre de Distribuidora-Error nombre de Código Contrato
165;18;2020-10-01;;1;;93;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Lautaro 015;;15137.2028615357;18.750509866237;-Error nombre de Distribuidora-Error nombre de Código Contrato
166;18;2020-10-01;;1;;94;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Lirquen 015;;64976.1327799883;101.007394034224;-Error nombre de Distribuidora-Error nombre de Código Contrato
167;18;2020-10-01;;1;;95;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Lo Miranda 015;;76621.8030113077;151.402521124547;-Error nombre de Distribuidora-Error nombre de Código Contrato
168;18;2020-10-01;;1;;96;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Loma Colorada 015;;184882.967376039;405.391095765353;-Error nombre de Distribuidora-Error nombre de Código Contrato
169;18;2020-10-01;;1;;64;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Loncoche 13.2;;7699.65634751891;3.65335605872823;-Error nombre de Distribuidora-Error nombre de Código Contrato
170;18;2020-10-01;;1;;97;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Loreto 015;;59223.6350334897;114.477097825798;-Error nombre de Distribuidora-Error nombre de Código Contrato
171;18;2020-10-01;;1;;49;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Los Angeles 015;;99920.5101907627;289.163912257328;-Error nombre de Distribuidora-Error nombre de Código Contrato
172;18;2020-10-01;;1;;98;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Machali 015;;132293.587719312;424.302262749976;-Error nombre de Distribuidora-Error nombre de Código Contrato
173;18;2020-10-01;;1;;99;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Mahns 015;;102125.99357604;214.234179484512;-Error nombre de Distribuidora-Error nombre de Código Contrato
174;18;2020-10-01;;1;;100;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Malloa 015;;36481.0826125111;89.9567776599888;-Error nombre de Distribuidora-Error nombre de Código Contrato
175;18;2020-10-01;;1;;137;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Malloco 012;;353790.858886971;915.099770847058;-Error nombre de Distribuidora-Error nombre de Código Contrato
176;18;2020-10-01;;1;;101;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Manso de Velasco 015;;187393.985763617;445.388344705252;-Error nombre de Distribuidora-Error nombre de Código Contrato
177;18;2020-10-01;;1;;138;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;mariscal 012;;338146.073911915;932.162322591497;-Error nombre de Distribuidora-Error nombre de Código Contrato
178;18;2020-10-01;;1;;102;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Maule 015;;549.352332563083;0.446807006400439;-Error nombre de Distribuidora-Error nombre de Código Contrato
179;18;2020-10-01;;1;;103;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Molina 13.2;;160226.218884976;282.675870134383;-Error nombre de Distribuidora-Error nombre de Código Contrato
180;18;2020-10-01;;1;;145;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Padre Hurtado 12;;71451.2691434384;66.3921344528392;-Error nombre de Distribuidora-Error nombre de Código Contrato
181;18;2020-10-01;;1;;104;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Padre Las Casas 015;;154266.970831457;347.820903088234;-Error nombre de Distribuidora-Error nombre de Código Contrato
182;18;2020-10-01;;1;;139;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Panamericana 012;;126201.400268501;328.241368301538;-Error nombre de Distribuidora-Error nombre de Código Contrato
183;18;2020-10-01;;1;;105;CGED;Abengoa;SIC 2013/03_2_BS4_BB_CGE Distribución_Abengoa;Panguilemo 015;;26588.6670691451;61.9191435097069;-Error nombre de Distribuidora-Error nombre de Código Contrato
